gene,top_go
55909@,developmental process
114327@,developmental process
10899@,cellular process
6683@,biological regulation
288@,biological regulation
10617@,cellular process
10112@,cellular process
84445@,developmental process
9094@,biological regulation
3925@,cellular process
389@,cellular process
257364@,cellular process
387@,developmental process
1894@,response to stimulus
388@,cellular process
9585@,biological regulation
112574@,cellular process
129531@,biological regulation
23157@,cellular process
1072@,cellular process
9101@,response to stimulus
79884@,biological regulation
101928697@,cellular process
585@,localization
54443@,localization
5921@,cellular process
9475@,biological regulation
6651@,cellular process
6093@,biological regulation
200942@,cellular process
11021@,localization
6242@,cellular process
54902@,cellular process
23503@,biological regulation
375@,immune system process
55521@,reproductive process
116840@,cellular process
9820@,biological regulation
403@,localization
4628@,localization
51429@,cellular process
11113@,biological regulation
6711@,cellular process
23404@,metabolic process
27258@,metabolic process
23016@,metabolic process
339345@,biological regulation
342977@,biological regulation
56915@,metabolic process
25819@,biological regulation
51690@,metabolic process
80153@,metabolic process
5433@,localization
51013@,biological regulation
10140@,biological regulation
406882@,biological regulation
64282@,cellular process
255967@,metabolic process
27161@,biological regulation
201626@,interspecies interaction between organisms
7538@,biological regulation
10767@,metabolic process
80349@,metabolic process
406883@,biological regulation
25804@,metabolic process
22849@,biological regulation
678@,biological regulation
23112@,biological regulation
5436@,metabolic process
677@,cellular process
28960@,metabolic process
9652@,metabolic process
23658@,metabolic process
79670@,cellular process
406881@,biological regulation
27257@,developmental process
219988@,metabolic process
5393@,metabolic process
115024@,metabolic process
170506@,metabolic process
9924@,biological regulation
57690@,biological regulation
11340@,metabolic process
27327@,biological regulation
23318@,cellular process
11157@,metabolic process
22894@,biological regulation
23644@,metabolic process
1656@,developmental process
197135@,biological regulation
340719@,developmental process
23034@,biological regulation
55095@,biological regulation
54512@,metabolic process
149041@,cellular process
80149@,biological regulation
6879@,metabolic process
9950@,cellular process
1523@,biological regulation
337@,metabolic process
23410@,response to stimulus
5052@,biological regulation
9973@,response to stimulus
10516@,response to stimulus
4846@,biological regulation
7352@,response to stimulus
54936@,response to stimulus
51022@,response to stimulus
9104@,biological regulation
6649@,response to stimulus
23334@,biological regulation
6648@,biological regulation
11315@,biological regulation
2643@,response to stimulus
1728@,response to stimulus
4353@,cellular process
4780@,metabolic process
655@,developmental process
948@,response to stimulus
2176@,response to stimulus
2534@,biological regulation
10587@,response to stimulus
406976@,biological regulation
406977@,biological regulation
406978@,biological regulation
51138@,cellular process
1861@,biological regulation
9318@,developmental process
8533@,cellular process
10920@,metabolic process
50813@,metabolic process
10980@,cellular process
64708@,metabolic process
10987@,cellular process
56949@,cellular process
8559@,cellular process
51493@,metabolic process
283989@,metabolic process
79042@,metabolic process
80746@,metabolic process
140890@,metabolic process
84081@,metabolic process
378951@,metabolic process
54715@,localization
159163@,metabolic process
221662@,biological regulation
55234@,metabolic process
79005@,metabolic process
6427@,localization
9967@,biological regulation
51319@,metabolic process
1655@,metabolic process
6429@,localization
83759@,response to stimulus
3191@,biological regulation
1859@,metabolic process
9513@,biological regulation
10657@,biological regulation
5978@,multicellular organismal process
10521@,biological regulation
64783@,developmental process
29890@,localization
9589@,metabolic process
5940@,metabolic process
84530@,developmental process
8621@,metabolic process
5725@,interspecies interaction between organisms
84872@,biological regulation
80004@,developmental process
84991@,metabolic process
58517@,metabolic process
2332@,biological regulation
146713@,metabolic process
4654@,metabolic process
83989@,cellular process
10179@,metabolic process
51341@,metabolic process
10150@,metabolic process
4154@,developmental process
6434@,biological regulation
4670@,biological regulation
23543@,immune system process
1660@,interspecies interaction between organisms
54033@,metabolic process
8241@,biological regulation
5936@,biological regulation
9904@,metabolic process
8087@,biological regulation
55796@,metabolic process
10084@,response to stimulus
6432@,localization
10284@,biological regulation
3178@,cellular process
6428@,localization
6421@,biological regulation
10929@,metabolic process
10419@,metabolic process
9092@,biological regulation
54496@,metabolic process
96764@,metabolic process
11171@,biological regulation
54960@,localization
1207@,localization
6636@,localization
8161@,cellular process
6628@,localization
25929@,localization
10073@,localization
79084@,biological regulation
100130932@,cellular process
50628@,localization
79760@,localization
6634@,localization
24144@,cellular process
1659@,cellular process
79074@,metabolic process
10898@,localization
283742@,metabolic process
1478@,metabolic process
51637@,localization
116461@,metabolic process
339487@,metabolic process
29894@,localization
10978@,metabolic process
83707@,metabolic process
8648@,developmental process
51645@,metabolic process
5303@,metabolic process
730262@,metabolic process
10283@,metabolic process
5478@,interspecies interaction between organisms
645142@,metabolic process
55033@,cellular process
105371242@,metabolic process
9360@,metabolic process
653598@,metabolic process
644591@,metabolic process
285755@,metabolic process
9049@,response to stimulus
2286@,metabolic process
11328@,metabolic process
5480@,metabolic process
53938@,metabolic process
23746@,biological regulation
2280@,biological regulation
10450@,interspecies interaction between organisms
5481@,interspecies interaction between organisms
4820@,metabolic process
5903@,metabolic process
2281@,biological regulation
51661@,metabolic process
85313@,biological regulation
60681@,metabolic process
5300@,multicellular organismal process
653505@,metabolic process
10105@,response to stimulus
23770@,cellular process
5524@,biological regulation
728945@,metabolic process
23398@,metabolic process
2287@,metabolic process
2289@,cellular process
51303@,metabolic process
23307@,biological regulation
